X,Y,SERVICEREQUESTID,STREETADDRESS,CITY,STATE,ZIPCODE,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,PRIORITY,DETAILS,WARD,XCOORD,YCOORD,LATITUDE,LONGITUDE,MARADDRESSREPOSITORYID,GIS_ID,GLOBALID,CREATED,EDITED,OBJECTID
402087.979999997,140341.289999999,26-00183890,3221 20TH STREET NE,WASHINGTON,DC,20018,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 11:26:08+00,2026/03/31 14:10:22+00,2026/04/01 03:59:00+00,2026/03/25 11:26:08+00,,,,Closed,,Standard,,Ward 5,402087.98,140341.29,38.93095038,-76.97591892,38178,,{4DD89FE9-5C33-17B3-E063-782F520AEBF4},,,12510116
398044.119999997,140930.010000002,26-00183891,735 QUEBEC PLACE NW,WASHINGTON,DC,20010,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,2026/03/25 11:26:13+00,2026/04/08 13:55:42+00,2026/03/27 11:26:13+00,2026/03/25 11:26:13+00,,,,Canceled,,Standard,,Ward 1,398044.12,140930.01,38.93625405,-77.02255923,228415,,{4DD89FE9-5C34-17B3-E063-782F520AEBF4},,,12510117
399238.159999996,134370.859999999,26-00183892,1100 SOUTH CAPITOL STREET SE,WASHINGTON,DC,20003,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:26:24+00,2026/03/25 14:44:36+00,2026/03/26 11:26:23+00,2026/03/25 11:26:24+00,,,,Closed,,Standard,,Ward 6,399238.16,134370.86,38.87716847,-77.00877983,300655,,{4DD89FE9-5C35-17B3-E063-782F520AEBF4},,,12510118
401295.156999998,134700.686000001,26-00183893,PENNSYLVANIA AVENUE SE AND POTOMAC AVENUE SE,WASHINGTON,DC,20003,SIGTRAMA,Traffic Lights and Pedestrian Walk Signals,Toa- Trans Sys Mnt,DDOT,1,2026/03/25 11:27:53+00,2026/03/30 17:56:39+00,2026/03/27 11:27:53+00,2026/03/25 11:27:53+00,,,,Closed,,Standard,,Ward 6,401295.15673516,134700.68639443,38.88013905,-76.98507334,902268,,{4DD8D58E-5CCD-6C36-E063-782F520AA5CE},,,12510119
396406.159999996,138585.789999999,26-00183894,1827 18TH STREET NW,WASHINGTON,DC,20009,GRAFF,Graffiti Removal,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 11:29:10+00,2026/03/26 18:18:51+00,2026/04/08 11:29:10+00,2026/03/25 11:29:10+00,,,,Closed,,Standard,,Ward 2,396406.16,138585.79,38.91513141,-77.04143927,241539,,{4DD8D58E-5CCE-6C36-E063-782F520AA5CE},,,12510120
401022.68,138376.32,26-00183895,1905 FAIRVIEW AVENUE NE,WASHINGTON,DC,20002,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:29:24+00,2026/03/25 13:45:25+00,2026/03/26 11:29:24+00,2026/03/25 11:29:24+00,,,,Closed,,Standard,,Ward 5,401022.68,138376.32,38.91325119,-76.98820816,156371,,{4DD8D58E-5CCF-6C36-E063-782F520AA5CE},,,12510121
396892.25,139531.399999999,26-00183896,2601 16TH STREET NW,WASHINGTON,DC,20009,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:31:16+00,2026/03/25 14:46:34+00,2026/03/26 11:31:16+00,2026/03/25 11:31:16+00,,,,Closed,,Standard,,Ward 1,396892.25,139531.4,38.92365129,-77.03583862,235844,,{4DD8D58E-5CD0-6C36-E063-782F520AA5CE},,,12510122
401649.920000002,134893.469999999,26-00183897,1643 POTOMAC AVENUE SE,WASHINGTON,DC,20003,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 11:31:17+00,2026/03/31 10:12:24+00,2026/04/13 11:31:16+00,2026/03/25 11:31:17+00,,,,Closed,,Standard,,Ward 6,401649.92,134893.47,38.88187512,-76.98098424,58705,,{4DD8D58E-5CD1-6C36-E063-782F520AA5CE},,,12510123
402151.740000002,139530.25,26-00183900,2024 DOUGLAS STREET NE,WASHINGTON,DC,20018,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,2026/03/25 11:32:35+00,2026/03/30 13:06:32+00,2026/03/27 11:32:35+00,2026/03/25 11:32:35+00,,,,Closed,,Standard,,Ward 5,402151.74,139530.25,38.92364413,-76.9751861,52604,,{4DD8D58E-5CD2-6C36-E063-782F520AA5CE},,,12510124
399718.07,135805.59,26-00183902,202 EAST CAPITOL STREET NE,WASHINGTON,DC,20003,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:32:42+00,2026/03/25 15:19:58+00,2026/03/26 11:32:42+00,2026/03/25 11:32:42+00,,,,Closed,,Standard,,Ward 6,399718.07,135805.59,38.89009368,-77.00324969,286594,,{4DD8D58E-5CD3-6C36-E063-782F520AA5CE},,,12510125
397424.890000001,141553.140000001,26-00183903,13TH STREET NW AND UPSHUR STREET NW,WASHINGTON,DC,20011,DOCVEH2022,Dockless Vehicle Parking Complaint,,DDOT,1,2026/03/25 11:34:06+00,2026/03/25 11:41:01+00,2026/03/27 11:34:06+00,2026/03/25 11:34:06+00,,,,Closed,,Standard,,Ward 4,397424.89001156,141553.14000079,38.94186546,-77.0297038,907464,,{4DD8D58E-5CD4-6C36-E063-782F520AA5CE},,,12510126
398433.560000002,141359.489999998,26-00183904,415 SHEPHERD STREET NW,WASHINGTON,DC,20011,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:34:11+00,2026/03/25 14:47:25+00,2026/03/26 11:34:11+00,2026/03/25 11:34:11+00,,,,Closed,,Standard,,Ward 4,398433.56,141359.49,38.94012372,-77.01806839,247950,,{4DD8D58E-5CD5-6C36-E063-782F520AA5CE},,,12510127
401757.840000004,134964.02,26-00183906,1719 POTOMAC AVENUE SE,WASHINGTON,DC,20003,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:35:04+00,2026/03/25 16:45:05+00,2026/04/13 11:35:04+00,2026/03/25 11:35:04+00,,,,Closed,,Standard,,Ward 6,401757.84,134964.02,38.88251046,-76.97974025,316833,,{4DD8D58E-5CD6-6C36-E063-782F520AA5CE},,,12510128
399723.560000002,135805.469999999,26-00183907,204 EAST CAPITOL STREET NE,WASHINGTON,DC,20003,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:36:10+00,2026/03/25 11:39:26+00,2026/03/26 11:36:10+00,2026/03/25 11:36:10+00,,,,Closed,,Standard,,Ward 6,399723.56,135805.47,38.89009261,-77.00318641,286600,,{4DD8D58E-5CD7-6C36-E063-782F520AA5CE},,,12510129
399892.289999999,135023.18,26-00183910,323 E STREET SE,WASHINGTON,DC,20003,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:36:50+00,2026/03/25 17:37:26+00,2026/03/26 11:36:49+00,2026/03/25 11:36:50+00,,,,Closed,,Standard,,Ward 6,399892.29,135023.18,38.88304548,-77.00124141,37944,,{4DD8D58E-5CD8-6C36-E063-782F520AA5CE},,,12510130
401524.710000001,133206.699999999,26-00183911,1917 16TH STREET SE,WASHINGTON,DC,20020,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 11:37:16+00,2026/03/31 16:41:46+00,2026/04/13 11:37:16+00,2026/03/25 11:37:16+00,,,,Closed,,Standard,,Ward 8,401524.71,133206.7,38.86668059,-76.98243106,54075,,{4DD8D58E-5CD9-6C36-E063-782F520AA5CE},,,12510131
401757.840000004,134964.02,26-00183912,1719 POTOMAC AVENUE SE,WASHINGTON,DC,20003,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:37:19+00,2026/03/25 16:45:06+00,2026/04/13 11:37:18+00,2026/03/25 11:37:19+00,,,,Closed (Duplicate),,Standard,,Ward 6,401757.84,134964.02,38.88251046,-76.97974025,316833,,{4DD8D58E-5CDA-6C36-E063-782F520AA5CE},,,12510132
397275.939999998,140874.030000001,26-00183913,1348 PERRY PLACE NW,WASHINGTON,DC,20010,S0451,Trash Cart - Delivery,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 11:38:53+00,2026/04/08 15:42:15+00,2026/04/23 11:38:53+00,2026/03/25 11:38:53+00,,,,Closed,,Standard,,Ward 1,397275.94,140874.03,38.93574772,-77.03141923,230230,,{4DD8D58E-5CDB-6C36-E063-782F520AA5CE},,,12510133
392150.840000004,140600.140000001,26-00183914,3245 NEBRASKA AVENUE NW,WASHINGTON,DC,20016,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/25 11:39:03+00,2026/03/31 13:43:41+00,2026/04/15 03:59:00+00,2026/03/25 11:39:03+00,,,,Closed,,Standard,,Ward 3,392150.84,140600.14,38.9332496,-77.09052884,265226,,{4DD8D58E-5CDC-6C36-E063-782F520AA5CE},,,12510134
401131.939999998,137575.640000001,26-00183915,1215 PENN STREET NE,WASHINGTON,DC,20002,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:39:59+00,2026/04/02 16:57:05+00,2026/04/13 11:39:59+00,2026/03/25 11:39:59+00,,,,Closed,,Standard,,Ward 5,401131.94,137575.64,38.90603825,-76.98694967,71486,,{4DD8D58E-5CDD-6C36-E063-782F520AA5CE},,,12510135
399878.310000002,138769.829999998,26-00183916,315 U STREET NE,WASHINGTON,DC,20002,ILLEGALCON,DOB - Illegal Construction,Department of Buildings (DOB),DOB,1,2026/03/25 11:40:01+00,,2026/04/03 11:40:01+00,2026/03/25 11:40:01+00,,,,Open,,Standard,,Ward 5,399878.31,138769.83,38.91679664,-77.0014032,39434,,{4DD8D58E-5CDE-6C36-E063-782F520AA5CE},,,12510136
401648.369999997,134871.84,26-00183917,519 17TH STREET SE,WASHINGTON,DC,20003,SPSTDAMA,Traffic Safety Input,Department of Transportation,DDOT,1,2026/03/25 11:42:23+00,2026/03/25 11:51:01+00,2026/03/26 11:42:23+00,2026/03/25 11:42:23+00,,,,Closed,,Standard,,Ward 6,401648.37,134871.84,38.88168061,-76.98100215,12062,,{4DD8D58E-5CDF-6C36-E063-782F520AA5CE},,,12510137
397695.729999997,141849.280000001,26-00183918,4410 GEORGIA AVENUE NW,WASHINGTON,DC,20011,S0003,Abandoned Vehicle - On Private Property,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:42:33+00,2026/05/14 14:21:26+00,2026/05/29 11:42:33+00,2026/03/25 11:42:33+00,,,,Closed,,Standard,,Ward 4,397695.73,141849.28,38.94453426,-77.02658066,252656,,{4DD940DE-1D10-04D4-E063-782F520A87A0},,,12510138
402123.100000001,137132.190000001,26-00183919,1915 I STREET NE,WASHINGTON,DC,20002,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 11:42:51+00,2026/03/27 16:24:19+00,2026/04/01 11:42:51+00,2026/03/25 11:42:51+00,,,,Closed,,Standard,,Ward 5,402123.1,137132.19,38.90204133,-76.97552379,54028,,{4DD940DE-1D11-04D4-E063-782F520A87A0},,,12510139
391995.729999997,141364.07,26-00183921,4628 SEDGWICK STREET NW,WASHINGTON,DC,20016,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 11:45:07+00,2026/03/31 13:39:13+00,2026/04/01 03:59:00+00,2026/03/25 11:45:07+00,,,,Closed,,Standard,,Ward 3,391995.73,141364.07,38.94012957,-77.09232672,266763,,{4DD940DE-1D12-04D4-E063-782F520A87A0},,,12510140
397265.630000003,144484.640000001,26-00183922,1300 - 1399 BLOCK OF TEWKESBURY PLACE NW,WASHINGTON,DC,20012,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:45:18+00,2026/03/25 13:01:41+00,2026/03/26 11:45:18+00,2026/03/25 11:45:18+00,,,,Closed,,Standard,,Ward 4,397265.63,144484.64,38.96827271,-77.03155254,812717,,{4DD940DE-1D13-04D4-E063-782F520A87A0},,,12510141
397948.229999997,139870.219999999,26-00183923,723 GRESHAM PLACE NW,WASHINGTON,DC,20001,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,2026/03/25 11:46:15+00,2026/03/30 18:11:35+00,2026/03/27 11:46:14+00,2026/03/25 11:46:15+00,,,,Closed,,Standard,,Ward 1,397948.23,139870.22,38.92670692,-77.02366206,232558,,{4DD940DE-1D14-04D4-E063-782F520A87A0},,,12510142
398959.740000002,133637.809999999,26-00183924,92 Q STREET SW,WASHINGTON,DC,20024,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:46:19+00,2026/03/25 12:32:31+00,2026/03/26 11:46:19+00,2026/03/25 11:46:19+00,,,,Closed,,Standard,,Ward 6,398959.74,133637.81,38.87056491,-77.01198737,82489,,{4DD940DE-1D15-04D4-E063-782F520A87A0},,,12510143
397493.060000002,144484.399999999,26-00183925,1100 - 1299 BLOCK OF TEWKESBURY PLACE NW,WASHINGTON,DC,20012,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:47:26+00,2026/03/25 13:01:00+00,2026/03/26 11:47:26+00,2026/03/25 11:47:26+00,,,,Closed,,Standard,,Ward 4,397493.06,144484.4,38.96827122,-77.02892817,803837,,{4DD940DE-1D16-04D4-E063-782F520A87A0},,,12510144
397455.079999998,143640.829999998,26-00183926,5822 COLORADO AVENUE NW,WASHINGTON,DC,20011,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 11:48:20+00,2026/03/31 10:12:29+00,2026/05/05 11:48:20+00,2026/03/25 11:48:20+00,,,,Closed,,Standard,,Ward 4,397455.08,143640.83,38.96067203,-77.0293633,253147,,{4DD940DE-1D17-04D4-E063-782F520A87A0},,,12510145
394718.939999998,138050.620000001,26-00183927,3034 Q STREET NW,WASHINGTON,DC,20007,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:48:37+00,2026/03/25 17:20:18+00,2026/03/26 11:48:37+00,2026/03/25 11:48:37+00,,,,Closed,,Standard,,Ward 2,394718.94,138050.62,38.9103019,-77.06088988,223875,,{4DD940DE-1D18-04D4-E063-782F520A87A0},,,12510146
397805.509999998,140555.309999999,26-00183930,700 - 899 BLOCK OF PARK ROAD NW,WASHINGTON,DC,20010,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:51:03+00,2026/03/25 12:27:12+00,2026/03/26 11:51:03+00,2026/03/25 11:51:03+00,,,,Closed,,Standard,,Ward 1,397805.51,140555.31,38.93287775,-77.02531017,800079,,{4DD940DE-1D19-04D4-E063-782F520A87A0},,,12510147
399970.390000001,134085.289999999,26-00183931,1300 4TH STREET SE,WASHINGTON,DC,20003,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:52:22+00,2026/03/25 13:03:05+00,2026/03/26 11:52:22+00,2026/03/25 11:52:22+00,,,,Closed,,Standard,,Ward 8,399970.39,134085.29,38.8745966,-77.00034123,311481,,{4DD940DE-1D1A-04D4-E063-782F520A87A0},,,12510148
399003.75,129065.170000002,26-00183932,58 BRANDYWINE STREET SW,WASHINGTON,DC,20032,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/25 11:52:25+00,2026/04/02 17:41:45+00,2026/04/02 23:59:00+00,2026/03/25 11:52:25+00,,,,Closed,,Standard,,Ward 8,399003.75,129065.17,38.82937263,-77.0114736,6457,,{4DD940DE-1D1B-04D4-E063-782F520A87A0},,,12510149
400331.983999997,129143.851,26-00183933,600 - 898 BLOCK OF BRANDYWINE STREET SE,WASHINGTON,DC,20032,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:52:46+00,2026/03/25 17:38:15+00,2026/03/26 11:52:46+00,2026/03/25 11:52:46+00,,,,Closed,,Standard,,Ward 8,400331.98383826,129143.85134928,38.83008159,-76.99617657,806658,,{4DD940DE-1D1C-04D4-E063-782F520A87A0},,,12510150
398079.090000004,137693.949999999,26-00183934,700 N STREET NW,WASHINGTON,DC,20001,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/25 11:53:30+00,,2027/04/20 11:53:30+00,2026/03/25 11:53:30+00,,,,In-Progress,,Standard,,Ward 2,398079.09,137693.95,38.90710266,-77.02214683,297654,,{4DD940DE-1D1D-04D4-E063-782F520A87A0},,,12510151
399056.140000001,129104.940000001,26-00183935,37 BRANDYWINE STREET SW,WASHINGTON,DC,20032,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/25 11:53:37+00,2026/04/02 17:41:51+00,2026/04/02 23:59:00+00,2026/03/25 11:53:37+00,,,,Closed,,Standard,,Ward 8,399056.14,129104.94,38.82973095,-77.01087029,32116,,{4DD940DE-1D1E-04D4-E063-782F520A87A0},,,12510152
401000.090000004,137727.539999999,26-00183936,1105 QUEEN STREET NE,WASHINGTON,DC,20002,S0301,Pothole,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/25 11:53:51+00,2026/03/26 18:01:02+00,2026/03/30 11:53:51+00,2026/03/25 11:53:51+00,,,,Closed,,Standard,,Ward 5,401000.09,137727.54,38.90740678,-76.98846957,74299,,{4DD940DE-1D1F-04D4-E063-782F520A87A0},,,12510153
402008.43,136488.859999999,26-00183937,1912 E STREET NE,WASHINGTON,DC,20002,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:55:07+00,2026/03/26 05:33:16+00,2026/05/07 11:55:07+00,2026/03/25 11:55:07+00,,,,Closed,,Standard,,Ward 7,402008.43,136488.86,38.89624658,-76.97684765,54166,,{4DD940DE-1D20-04D4-E063-782F520A87A0},,,12510154
394103.119999997,137731.059999999,26-00183938,1318 34TH STREET NW,WASHINGTON,DC,20007,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 11:55:46+00,2026/03/26 14:57:04+00,2026/04/01 11:55:46+00,2026/03/25 11:55:46+00,,,,Closed,,Standard,,Ward 2,394103.12,137731.06,38.90741894,-77.06798745,272291,,{4DD940DE-1D21-04D4-E063-782F520A87A0},,,12510155
394782.049999997,141001.510000002,26-00183939,2900 - 2999 BLOCK OF PORTER STREET NW,WASHINGTON,DC,20008,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:56:32+00,2026/03/25 12:27:05+00,2026/03/26 11:56:32+00,2026/03/25 11:56:32+00,,,,Closed,,Standard,,Ward 3,394782.05,141001.51,38.9368845,-77.06018466,801078,,{4DD940DE-1D22-04D4-E063-782F520A87A0},,,12510156
392314.289999999,140192.059999999,26-00183940,3000 - 3011 BLOCK OF 45TH STREET NW,WASHINGTON,DC,20016,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:57:21+00,2026/03/25 13:45:05+00,2026/03/26 11:57:21+00,2026/03/25 11:57:21+00,,,,Closed,,Standard,,Ward 3,392314.29,140192.06,38.92957461,-77.08863911,810473,,{4DD940DE-1D23-04D4-E063-782F520A87A0},,,12510157
398068.590000004,137830.829999998,26-00183941,700 O STREET NW,WASHINGTON,DC,20001,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/25 11:57:38+00,,2027/04/20 11:57:38+00,2026/03/25 11:57:38+00,,,,In-Progress,,Standard,,Ward 2,398068.59,137830.83,38.9083357,-77.02226827,302131,,{4DD940DE-1D24-04D4-E063-782F520A87A0},,,12510158
392593.210000001,140353.59,26-00183942,4326 KLINGLE STREET NW,WASHINGTON,DC,20016,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/25 11:58:18+00,2026/04/14 15:12:10+00,2026/04/15 03:59:00+00,2026/03/25 11:58:18+00,,,,Closed,,Standard,,Ward 3,392593.21,140353.59,38.93103211,-77.08542408,265467,,{4DD940DE-1D25-04D4-E063-782F520A87A0},,,12510159
399862.700000003,134096.760000002,26-00183943,301 TINGEY STREET SE,WASHINGTON,DC,20003,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 11:58:34+00,2026/03/25 12:56:01+00,2026/03/26 11:58:34+00,2026/03/25 11:58:34+00,,,,Closed,,Standard,,Ward 8,399862.7,134096.76,38.87469992,-77.00158226,307282,,{4DD940DE-1D26-04D4-E063-782F520A87A0},,,12510160
398556.030000001,138365.120000001,26-00183945,406 RICHARDSON PLACE NW,WASHINGTON,DC,20001,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,2026/03/25 11:59:06+00,2026/03/30 17:12:40+00,2026/03/27 11:59:06+00,2026/03/25 11:59:06+00,,,,Closed,,Standard,,Ward 5,398556.03,138365.12,38.91314937,-77.01664943,218198,,{4DD940DE-1D27-04D4-E063-782F520A87A0},,,12510161
405561.359999999,135692.82,26-00183947,4600 A STREET SE,WASHINGTON,DC,20019,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 12:02:33+00,2026/04/02 14:35:41+00,2026/04/03 03:59:00+00,2026/03/25 12:02:33+00,,,,Closed,,Standard,,Ward 7,405561.36,135692.82,38.88906027,-76.93589739,19482,,{4DD940DE-1D28-04D4-E063-782F520A87A0},,,12510162
400557.590000004,135665.280000001,26-00183948,30 9TH STREET SE,WASHINGTON,DC,20003,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 12:03:10+00,2026/03/25 12:57:05+00,2026/03/26 12:03:10+00,2026/03/25 12:03:10+00,,,,Closed,,Standard,,Ward 6,400557.59,135665.28,38.88882959,-76.993573,42644,,{4DD940DE-1D29-04D4-E063-782F520A87A0},,,12510163
398701.619999997,138462.75,26-00183952,200 - 299 BLOCK OF S STREET NW,WASHINGTON,DC,20001,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 12:05:49+00,2026/03/25 17:22:27+00,2026/03/26 12:05:49+00,2026/03/25 12:05:49+00,,,,Closed,,Standard,,Ward 5,398701.62,138462.75,38.91402908,-77.01497092,813800,,{4DD940DE-1D2A-04D4-E063-782F520A87A0},,,12510164
405561.359999999,135692.82,26-00183955,4600 A STREET SE,WASHINGTON,DC,20019,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/25 12:06:07+00,2026/04/02 17:11:40+00,2026/04/03 03:59:00+00,2026/03/25 12:06:07+00,,,,Closed,,Standard,,Ward 7,405561.36,135692.82,38.88906027,-76.93589739,19482,,{4DD940DE-1D2B-04D4-E063-782F520A87A0},,,12510165
400613.960000001,135826.890000001,26-00183957,10 10TH STREET NE,WASHINGTON,DC,20002,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 12:06:57+00,2026/03/25 13:03:12+00,2026/03/26 12:06:57+00,2026/03/25 12:06:57+00,,,,Closed,,Standard,,Ward 6,400613.96,135826.89,38.89028539,-76.99292311,76024,,{4DD940DE-1D2C-04D4-E063-782F520A87A0},,,12510166
394142.75,142482.91,26-00183958,4600 CONNECTICUT AVENUE NW,WASHINGTON,DC,20008,DMINSTIS,DMV - Vehicle Inspection Issues,Driver Vehicle Services,DMV,1,2026/03/25 12:07:06+00,2026/03/26 12:30:14+00,2026/04/03 12:07:06+00,2026/03/25 12:07:06+00,,,,Closed,,Standard,,Ward 3,394142.75,142482.91,38.95022534,-77.06757109,223265,,{4DD940DE-1D2D-04D4-E063-782F520A87A0},,,12510167
400578.170000002,137156.199999999,26-00183960,909 K STREET NE,WASHINGTON,DC,20002,S0301,Pothole,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/25 12:07:27+00,2026/03/26 18:01:18+00,2026/03/30 12:07:27+00,2026/03/25 12:07:27+00,,,,Closed,,Standard,,Ward 6,400578.17,137156.2,38.90226033,-76.99333453,82028,,{4DD940DE-1D2E-04D4-E063-782F520A87A0},,,12510168
401048.229999997,140401.620000001,26-00183962,1313 LAWRENCE STREET NE,WASHINGTON,DC,20017,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/25 12:08:12+00,2026/03/31 14:10:45+00,2026/04/01 03:59:00+00,2026/03/25 12:08:12+00,,,,Closed,,Standard,,Ward 5,401048.23,140401.62,38.93149571,-76.98791046,68234,,{4DD940DE-1D2F-04D4-E063-782F520A87A0},,,12510169
394104.520000003,137785.379999999,26-00183965,1400 34TH STREET NW,WASHINGTON,DC,20007,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/25 12:08:41+00,2026/03/25 13:57:13+00,2026/03/26 12:08:41+00,2026/03/25 12:08:41+00,,,,Closed,,Standard,,Ward 2,394104.52,137785.38,38.90790862,-77.06797177,272488,,{4DD940DE-1D30-04D4-E063-782F520A87A0},,,12510170
401048.229999997,140401.620000001,26-00183967,1313 LAWRENCE STREET NE,WASHINGTON,DC,20017,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/25 12:09:03+00,2026/04/13 17:12:11+00,2026/04/14 03:59:00+00,2026/03/25 12:09:03+00,,,,Closed,,Standard,,Ward 5,401048.23,140401.62,38.93149571,-76.98791046,68234,,{4DD940DE-1D31-04D4-E063-782F520A87A0},,,12510171
398142.960000001,138522.09,26-00183968,1815 7TH STREET NW,WASHINGTON,DC,20001,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/25 12:09:24+00,2026/06/17 16:20:58+00,2027/04/20 12:09:24+00,2026/03/25 12:09:24+00,,,,Closed,,Standard,,Ward 1,398142.96,138522.09,38.91456296,-77.02141269,309671,,{4DD940DE-1D32-04D4-E063-782F520A87A0},,,12510172
